Price,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,
2023-12-06,4263.78125,4283.430011520737,4244.132488479262,4263.78125,119716700
2023-12-07,4303.0791015625,4303.0791015625,4244.1328125,4244.1328125,102126600
2023-12-08,4224.484375,4283.430668604651,4224.484375,4263.781904069767,130542600
2023-12-11,4165.5380859375,4224.484379606427,4165.5380859375,4185.186850493809,124468600
2023-12-12,4185.18701171875,4244.133307658451,4185.18701171875,4224.484542345217,134501600
2023-12-13,4165.5380859375,4204.835615050118,4145.889321381191,4165.5380859375,98881600
2023-12-14,4362.02490234375,4362.02490234375,4263.781098236909,4283.4298590582775,239261700
2023-12-15,4362.02490234375,4401.322423986487,4362.02490234375,4381.673663165118,252448800
2023-12-18,4322.72802734375,4381.67431862571,4322.72802734375,4381.67431862571,102780900
2023-12-19,4362.02490234375,4362.02490234375,4283.4298590582775,4283.4298590582775,135207300
2023-12-20,4362.02490234375,4479.91746727196,4362.02490234375,4479.91746727196,138470900
2023-12-21,4381.67431640625,4401.323080156951,4342.376788904849,4362.025552655549,99049600
2023-12-22,4460.26953125,4479.918295704846,4401.323237885463,4440.620766795154,109411300
2023-12-27,4420.9716796875,4499.566731770834,4420.9716796875,4479.91796875,122236700
2023-12-28,4499.56689453125,4519.215658262828,4460.269367068096,4479.918130799672,121434600
2023-12-29,4499.56689453125,4519.215658262828,4460.269367068096,4519.215658262828,93126000
2024-01-02,4526.6875,4526.6875,4486.804790748899,4506.746145374449,91143100
2024-01-03,4466.86328125,4506.745989118303,4466.86328125,4486.804635184152,83659700
2024-01-04,4546.62890625,4546.62890625,4446.922131990132,4466.863486842105,92683500
2024-01-05,4586.51171875,4666.277139945652,4546.629008152174,4566.570363451087,134929600
2024-01-08,4486.80419921875,4626.393663194444,4486.80419921875,4586.510959201389,152015000
2024-01-09,4546.62890625,4546.62890625,4486.804841694079,4486.804841694079,105666200
2024-01-10,4546.62890625,4546.62890625,4486.804841694079,4486.804841694079,82626400
2024-01-11,4586.51171875,4626.394429347826,4546.629008152174,4586.51171875,116804400
2024-01-12,4666.27685546875,4666.27685546875,4606.45279321915,4626.394147302351,109715700
2024-01-15,4646.33544921875,4706.159510796674,4606.452741500134,4666.276803078058,115126700
2024-01-16,4646.33544921875,4686.218156937366,4606.452741500134,4646.33544921875,97074300
2024-01-17,4606.45263671875,4646.335343530168,4586.5112833130415,4646.335343530168,107941600
2024-01-18,4586.51171875,4626.394429347826,4546.629008152174,4626.394429347826,87259100
2024-01-19,4626.3935546875,4626.3935546875,4546.628148572198,4586.51085162985,75370700
2024-01-22,4606.45263671875,4626.393990124459,4546.628576501624,4606.45263671875,97545600
2024-01-23,4546.62890625,4586.5116159539475,4506.7461965460525,4546.62890625,122999700
2024-01-24,4506.74609375,4546.628802544248,4446.922030558629,4526.687448147124,104225000
2024-01-25,4407.0390625,4506.74582861991,4407.0390625,4446.921768947964,120478800
2024-01-26,4327.2734375,4367.156141993088,4307.332085253456,4347.214789746544,185244400
2024-01-29,4446.921875,4446.921875,4307.332399103139,4307.332399103139,145629600
2024-01-30,4486.80419921875,4506.745551215278,4367.156087239584,4407.038791232639,150513700
2024-01-31,4546.62890625,4606.452970805921,4526.687551398026,4566.570261101973,245117200
2024-02-01,4586.51171875,4626.394429347826,4566.570363451087,4606.453074048914,156633900
2024-02-02,4666.27685546875,4666.27685546875,4586.511439135951,4626.394147302351,177209700
2024-02-05,4606.45263671875,4646.335343530168,4586.5112833130415,4626.393990124459,113760000
2024-02-06,4646.33544921875,4706.159510796674,4626.394095359442,4706.159510796674,126704300
2024-02-07,4666.27685546875,4706.159563635149,4646.33550138555,4666.27685546875,147005300
2024-02-12,4805.8662109375,4805.8662109375,4666.276735931016,4686.218089503372,171514600
2024-02-13,4785.9248046875,4825.807511393229,4746.042097981771,4825.807511393229,145852200
2024-02-15,4885.6318359375,5005.279962531888,4865.690481505102,5005.279962531888,308685100
2024-02-16,4905.572265625,4945.454966971544,4885.630914951727,4905.572265625,130814400
2024-02-19,4865.6904296875,4925.514492347593,4845.749075467469,4885.631783907531,111382900
2024-02-20,5025.22119140625,5025.22119140625,4925.514421735492,4925.514421735492,160872600
2024-02-21,5025.22119140625,5085.045253208706,4965.397129603795,5045.162545340402,168423000
2024-02-22,4985.33837890625,5025.2210859375,4965.397025390625,4985.33837890625,100256000
2024-02-23,4885.6318359375,4925.514544802296,4825.807772640306,4885.6318359375,148643000
2024-02-26,4925.51416015625,4945.4555130313765,4845.748748655744,4865.69010153087,98920800
2024-02-27,4885.6318359375,4945.455899234694,4885.6318359375,4885.6318359375,99187500
2024-02-28,4965.39697265625,4965.39697265625,4865.690206137048,4865.690206137048,97236700
2024-02-29,4885.6318359375,4945.455899234694,4885.6318359375,4905.573190369898,173774600
2024-03-01,4885.6318359375,4925.514544802296,4845.749127072704,4925.514544802296,76286400
2024-03-04,4825.8076171875,4885.631678557593,4825.8076171875,4885.631678557593,70354900
2024-03-05,4885.6318359375,4925.514544802296,4845.749127072704,4865.690481505102,115084600
2024-03-06,4945.45556640625,4945.45556640625,4865.690154044859,4865.690154044859,84108800
2024-03-07,4965.39697265625,5005.279679263931,4945.4556193524095,4945.4556193524095,117724700
2024-03-08,5065.10400390625,5104.986712598425,4985.3385865219,5005.279940867987,163060000
2024-03-13,5104.98681640625,5144.869525909424,5065.104106903076,5065.104106903076,195173100
2024-03-14,5092.5654296875,5133.9684006605685,5009.759487741361,5113.266915174034,271254000
2024-03-15,4947.6552734375,5030.4612194364545,4926.953786937762,4968.356759937239,305995800
2024-03-18,4968.3564453125,5051.162386067708,4947.6549601236975,4968.3564453125,110564700
2024-03-19,4968.3564453125,5009.759415690104,4947.6549601236975,4968.3564453125,114338600
2024-03-20,5051.162109375,5051.162109375,4968.356173155738,4968.356173155738,120885400
2024-03-21,5051.162109375,5133.968045594263,5051.162109375,5113.266561539447,136020000
2024-03-22,5071.86376953125,5071.86376953125,5009.759315210459,5009.759315210459,46529200
2024-03-25,5175.37109375,5175.37109375,5071.863671875,5175.37109375,115729600
2024-03-26,5216.7744140625,5216.7744140625,5133.968470982143,5216.7744140625,120748400
2024-03-27,5175.37109375,5237.475546875,5154.669609375001,5216.774062500001,73308900
2024-03-28,5009.759765625,5133.968685433884,4989.058278990186,5051.162738894628,288926900
